id_reg_pt,id_kls,nilai_angka,nilai_huruf,nilai_indeks
3012142,20141112,4,E,0
3012142,20141113,45,D,1
3012142,20141114,10,E,0
3012142,20141115,37,E,0
3012142,20141116,99,A,4
3012142,20141117,19,E,0
3012142,20141118,41,D,1
3012142,20141119,35,E,0
3012142,20141120,40,D,1
3012142,20141121,63,BC,2.5
3012142,20141122,33,E,0
3012142,20141123,96,A,4
3012142,20141124,76,AB,3.5
3012142,20141125,40,D,1
3012142,20141126,16,E,0
3012142,20141127,64,BC,2.5
3012142,20141128,88,A,4
3012142,20141129,56,C,2
3012142,20141130,68,B,3
3012142,20141131,25,E,0
3012142,20141132,69,B,3
3012142,20141133,0,E,0
3012142,20141134,44,D,1
3012142,20141135,89,A,4
3012142,20141136,22,E,0
3012142,20141137,68,B,3
3012142,20141138,3,E,0
3012142,20141139,24,E,0
3012142,20141140,22,E,0
3012142,20141141,97,A,4
3012142,20141142,6,E,0
3012142,20141143,41,D,1
3012142,20141144,15,E,0
3012142,20141145,51,C,2
3012142,20141146,83,A,4
3012142,20141147,99,A,4
3012142,20141148,66,B,3
3012142,20141149,93,A,4
3012142,20141150,57,C,2
3012142,20141151,91,A,4
3013142,20141099,8,E,0
3013142,20141100,38,E,0
3013142,20141101,54,C,2
3013142,20141102,61,BC,2.5
3013142,20141103,40,D,1
3013142,20141104,87,A,4
3013142,20141105,3,E,0
3013142,20141106,96,A,4
3013142,20141107,58,BC,2.5
3013142,20141108,27,E,0
3013142,20141109,19,E,0
3013142,20141110,38,E,0
3013142,20141111,67,B,3
3013142,20141112,94,A,4
3013142,20141113,94,A,4
3013142,20141114,63,BC,2.5
3013142,20141115,26,E,0
3013142,20141116,9,E,0
3013142,20141117,35,E,0
3013142,20141118,68,B,3
3013142,20141119,95,A,4
3013142,20141120,80,A,4
3013142,20141121,64,BC,2.5
3013142,20141122,16,E,0
3013142,20141123,22,E,0
3013142,20141124,84,A,4
3013142,20141125,25,E,0
3013142,20141126,70,B,3
3013142,20141127,65,B,3
3013142,20141128,60,BC,2.5
3013142,20141129,87,A,4
3013142,20141130,89,A,4
3013142,20141131,82,A,4
3013142,20141132,11,E,0
3013142,20141133,7,E,0
3013142,20141134,95,A,4
3013142,20141135,47,D,1
3013142,20141136,96,A,4
3013142,20141137,34,E,0
3013142,20141138,20,E,0
3013142,20141139,39,E,0
3013142,20141140,77,AB,3.5
3013142,20141141,94,A,4
3013142,20141142,87,A,4
3013142,20141143,30,E,0
3013142,20141144,52,C,2
3013142,20141145,26,E,0
3013142,20141146,62,BC,2.5
3013142,20141147,91,A,4
3013142,20141148,47,D,1
3013142,20141149,78,AB,3.5
3013142,20141150,95,A,4
3013142,20141151,45,D,1
3014142,20141099,81,A,4
3014142,20141100,78,AB,3.5
3014142,20141101,77,AB,3.5
3014142,20141102,63,BC,2.5
3014142,20141103,90,A,4
3014142,20141104,96,A,4
3014142,20141105,24,E,0
3014142,20141106,65,B,3
3014142,20141107,79,AB,3.5
3014142,20141108,80,A,4
3014142,20141109,32,E,0
3014142,20141110,72,AB,3.5
3014142,20141111,77,AB,3.5
3014142,20141112,63,BC,2.5
3014142,20141113,72,AB,3.5
3014142,20141114,95,A,4
3014142,20141115,24,E,0
3014142,20141116,69,B,3
3014142,20141117,18,E,0
3014142,20141118,3,E,0
3014142,20141119,47,D,1
3014142,20141120,35,E,0
3014142,20141121,5,E,0
3014142,20141122,80,A,4
3014142,20141123,18,E,0
3014142,20141124,65,B,3
3014142,20141125,11,E,0
3014142,20141126,77,AB,3.5
3014142,20141127,23,E,0
3014142,20141128,73,AB,3.5
3014142,20141129,56,C,2
3014142,20141130,17,E,0
3014142,20141131,29,E,0
3014142,20141132,28,E,0
3014142,20141133,10,E,0
3014142,20141134,47,D,1
3014142,20141135,66,B,3
3014142,20141136,85,A,4
3014142,20141137,87,A,4
3014142,20141138,47,D,1
3014142,20141139,83,A,4
3014142,20141140,67,B,3
3014142,20141141,60,BC,2.5
3014142,20141142,23,E,0
3014142,20141143,21,E,0
3014142,20141144,22,E,0
3014142,20141145,83,A,4
3014142,20141146,41,D,1
3014142,20141147,34,E,0
3014142,20141148,45,D,1
3014142,20141149,7,E,0
3014142,20141150,61,BC,2.5
3014142,20141151,64,BC,2.5
3015151,20141099,14,E,0
3015151,20141100,74,AB,3.5
3015151,20141101,33,E,0
3015151,20141102,46,D,1
3015151,20141103,78,AB,3.5
3015151,20141104,28,E,0
3015151,20141105,15,E,0
3015151,20141106,1,E,0
3015151,20141107,83,A,4
3015151,20141108,47,D,1
3015151,20141109,7,E,0
3015151,20141110,88,A,4
3015151,20141111,75,AB,3.5
3015151,20141112,30,E,0
3015151,20141113,18,E,0
3015151,20141114,38,E,0
3015151,20141115,11,E,0
3015151,20141116,97,A,4
3015151,20141117,90,A,4
3015151,20141118,43,D,1
3015151,20141119,20,E,0
3015151,20141120,73,AB,3.5
3015151,20141121,50,C,2
3015151,20141122,22,E,0
3015151,20141123,80,A,4
3015151,20141124,68,B,3
3015151,20141125,57,C,2
3015151,20141126,63,BC,2.5
3015151,20141127,41,D,1
3015151,20141128,72,AB,3.5
3015151,20141129,26,E,0
3015151,20141130,49,D,1
3015151,20141131,25,E,0
3015151,20141132,24,E,0
3015151,20141133,55,C,2
3015151,20141134,61,BC,2.5
3015151,20141135,45,D,1
3015151,20141136,99,A,4
3015151,20141137,74,AB,3.5
3015151,20141138,68,B,3
3015151,20141139,32,E,0
3015151,20141140,16,E,0
3015151,20141141,99,A,4
3015151,20141142,33,E,0
3015151,20141143,54,C,2
3015151,20141144,17,E,0
3015151,20141145,23,E,0
3015151,20141146,58,BC,2.5
3015151,20141147,18,E,0
3015151,20141148,76,AB,3.5
3015151,20141149,17,E,0
3015151,20141150,8,E,0
3015151,20141151,60,BC,2.5
3016151,20141099,75,AB,3.5
3016151,20141100,11,E,0
3016151,20141101,45,D,1
3016151,20141102,62,BC,2.5
3016151,20141103,47,D,1
3016151,20141104,71,B,3
3016151,20141105,54,C,2
3016151,20141106,49,D,1
3016151,20141107,55,C,2
3016151,20141108,46,D,1
3016151,20141109,46,D,1
3016151,20141110,98,A,4
3016151,20141111,2,E,0
3016151,20141112,0,E,0
3016151,20141113,98,A,4
3016151,20141114,91,A,4
3016151,20141115,42,D,1
3016151,20141116,58,BC,2.5
3016151,20141117,4,E,0
3016151,20141118,8,E,0
3016151,20141119,59,BC,2.5
3016151,20141120,65,B,3
3016151,20141121,45,D,1
3016151,20141122,46,D,1
3016151,20141123,87,A,4
3016151,20141124,16,E,0
3016151,20141125,61,BC,2.5
3016151,20141126,15,E,0
3016151,20141127,95,A,4
3016151,20141128,7,E,0
3016151,20141129,62,BC,2.5
3016151,20141130,49,D,1
3016151,20141131,98,A,4
3016151,20141132,56,C,2
3016151,20141133,82,A,4
3016151,20141134,83,A,4
3016151,20141135,92,A,4
3016151,20141136,94,A,4
3016151,20141137,60,BC,2.5
3016151,20141138,10,E,0
3016151,20141139,74,AB,3.5
3016151,20141140,41,D,1
3016151,20141141,90,A,4
3016151,20141142,53,C,2
3016151,20141143,36,E,0
3016151,20141144,38,E,0
3016151,20141145,62,BC,2.5
3016151,20141146,19,E,0
3016151,20141147,7,E,0
3016151,20141148,7,E,0
3016151,20141149,14,E,0
3016151,20141150,96,A,4
3016151,20141151,20,E,0
3017151,20141099,24,E,0
3017151,20141100,79,AB,3.5
3017151,20141101,46,D,1
3017151,20141102,84,A,4
3017151,20141103,79,AB,3.5
3017151,20141104,12,E,0
3017151,20141105,1,E,0
3017151,20141106,73,AB,3.5
3017151,20141107,93,A,4
3017151,20141108,68,B,3
3017151,20141109,29,E,0
3017151,20141110,78,AB,3.5
3017151,20141111,46,D,1
3017151,20141112,48,D,1
3017151,20141113,24,E,0
3017151,20141114,55,C,2
3017151,20141115,95,A,4
3017151,20141116,73,AB,3.5
3017151,20141117,35,E,0
3017151,20141118,71,B,3
3017151,20141119,98,A,4
3017151,20141120,6,E,0
3017151,20141121,4,E,0
3017151,20141122,37,E,0
3017151,20141123,63,BC,2.5
3017151,20141124,4,E,0
3017151,20141125,9,E,0
3017151,20141126,44,D,1
3017151,20141127,32,E,0
3017151,20141128,90,A,4
3017151,20141129,3,E,0
3017151,20141130,95,A,4
3017151,20141131,57,C,2
3017151,20141132,64,BC,2.5
3017151,20141133,90,A,4
3017151,20141134,20,E,0
3017151,20141135,73,AB,3.5
3017151,20141136,99,A,4
3017151,20141137,40,D,1
3017151,20141138,80,A,4
3017151,20141139,95,A,4
3017151,20141140,27,E,0
3017151,20141141,88,A,4
3017151,20141142,79,AB,3.5
3017151,20141143,77,AB,3.5
3017151,20141144,83,A,4
3017151,20141145,60,BC,2.5
3017151,20141146,4,E,0
3017151,20141147,27,E,0
3017151,20141148,24,E,0
3017151,20141149,20,E,0
3017151,20141150,60,BC,2.5
3017151,20141151,79,AB,3.5
3018151,20141099,77,AB,3.5
3018151,20141100,65,B,3
3018151,20141101,31,E,0
3018151,20141102,87,A,4
3018151,20141103,10,E,0
3018151,20141104,54,C,2
3018151,20141105,35,E,0
3018151,20141106,79,AB,3.5
3018151,20141107,84,A,4
3018151,20141108,70,B,3
3018151,20141109,92,A,4
3018151,20141110,24,E,0
3018151,20141111,35,E,0
3018151,20141112,94,A,4
3018151,20141113,40,D,1
3018151,20141114,90,A,4
3018151,20141115,65,B,3
3018151,20141116,56,C,2
3018151,20141117,67,B,3
3018151,20141118,17,E,0
3018151,20141119,82,A,4
3018151,20141120,89,A,4
3018151,20141121,65,B,3
3018151,20141122,81,A,4
3018151,20141123,48,D,1
3018151,20141124,59,BC,2.5
3018151,20141125,91,A,4
3018151,20141126,96,A,4
3018151,20141127,22,E,0
3018151,20141128,70,B,3
3018151,20141129,48,D,1
3018151,20141130,42,D,1
3018151,20141131,7,E,0
3018151,20141132,71,B,3
3018151,20141133,29,E,0
3018151,20141134,8,E,0
3018151,20141135,44,D,1
3018151,20141136,57,C,2
3018151,20141137,27,E,0
3018151,20141138,66,B,3
3018151,20141139,71,B,3
3018151,20141140,96,A,4
3018151,20141141,3,E,0
3018151,20141142,9,E,0
3018151,20141143,5,E,0
3018151,20141144,87,A,4
3018151,20141145,18,E,0
3018151,20141146,93,A,4
3018151,20141147,46,D,1
3018151,20141148,38,E,0
3018151,20141149,34,E,0
3018151,20141150,18,E,0
3018151,20141151,82,A,4
3019151,20141099,40,D,1
3019151,20141100,33,E,0
3019151,20141101,58,BC,2.5
3019151,20141102,31,E,0
3019151,20141103,53,C,2
3019151,20141104,48,D,1
3019151,20141105,58,BC,2.5
3019151,20141106,46,D,1
