id_kls,id_reg_pd,nilai_angka,nilai_huruf,nilai_indeks
1006141,20141038,,,
1006141,20141039,,,
1006141,20141040,,,
1006141,20141041,,,
1006141,20141042,,,
1006141,20141043,,,
1006141,20141044,,,
1006141,20141045,,,
1006141,20141046,,,
1006141,20141047,,,
1006141,20141048,,,
1006141,20141049,,,
1006141,20141050,,,
1006141,20141051,,,
1006141,20141052,,,
1007141,20141001,,,
1007141,20141002,,,
1007141,20141003,,,
1007141,20141004,,,
1007141,20141005,,,
1007141,20141006,,,
1007141,20141007,,,
1007141,20141008,,,
1007141,20141009,,,
1007141,20141010,,,
1007141,20141011,,,
1007141,20141012,,,
1007141,20141013,,,
1007141,20141014,,,
1007141,20141015,,,
1007141,20141016,,,
1007141,20141017,,,
1007141,20141018,,,
1007141,20141019,,,
1007141,20141020,,,
1007141,20141021,,,
1007141,20141022,,,
1007141,20141023,,,
1007141,20141024,,,
1007141,20141025,,,
1007141,20141026,,,
1007141,20141027,,,
1007141,20141028,,,
1007141,20141029,,,
1007141,20141030,,,
1007141,20141031,,,
1007141,20141032,,,
1007141,20141033,,,
1007141,20141034,,,
1007141,20141035,,,
1007141,20141036,,,
1007141,20141037,,,
1007141,20141038,,,
1007141,20141039,,,
1007141,20141040,,,
1007141,20141041,,,
1007141,20141042,,,
1007141,20141043,,,
1007141,20141044,,,
1007141,20141045,,,
1007141,20141046,,,
1007141,20141047,,,
1007141,20141048,,,
1007141,20141049,,,
1007141,20141050,,,
1007141,20141051,,,
1007141,20141052,,,
1008142,20141001,,,
1008142,20141002,,,
1008142,20141003,,,
1008142,20141004,,,
1008142,20141005,,,
1008142,20141006,,,
1008142,20141007,,,
1008142,20141008,,,
1008142,20141009,,,
1008142,20141010,,,
1008142,20141011,,,
1008142,20141012,,,
1008142,20141013,,,
1008142,20141014,,,
1008142,20141015,,,
1008142,20141016,,,
1008142,20141017,,,
1008142,20141018,,,
1008142,20141019,,,
1008142,20141020,,,
1008142,20141021,,,
1008142,20141022,,,
1008142,20141023,,,
1008142,20141024,,,
1008142,20141025,,,
1008142,20141026,,,
1008142,20141027,,,
1008142,20141028,,,
1008142,20141029,,,
1008142,20141030,,,
1008142,20141031,,,
1008142,20141032,,,
1008142,20141033,,,
1008142,20141034,,,
1008142,20141035,,,
1008142,20141036,,,
1008142,20141037,,,
1008142,20141038,,,
1008142,20141039,,,
1008142,20141040,,,
1008142,20141041,,,
1008142,20141042,,,
1008142,20141043,,,
1008142,20141044,,,
1008142,20141045,,,
1008142,20141046,,,
1008142,20141047,,,
1008142,20141048,,,
1008142,20141049,,,
1008142,20141050,,,
1008142,20141051,,,
1008142,20141052,,,
1009142,20141001,,,
1009142,20141002,,,
1009142,20141003,,,
1009142,20141004,,,
1009142,20141005,,,
1009142,20141006,,,
1009142,20141007,,,
1009142,20141008,,,
1009142,20141009,,,
1009142,20141010,,,
1009142,20141011,,,
1009142,20141012,,,
1009142,20141013,,,
1009142,20141014,,,
1009142,20141015,,,
1009142,20141016,,,
1009142,20141017,,,
1009142,20141018,,,
1009142,20141019,,,
1009142,20141020,,,
1009142,20141021,,,
1009142,20141022,,,
1009142,20141023,,,
1009142,20141024,,,
1009142,20141025,,,
1009142,20141026,,,
1009142,20141027,,,
1009142,20141028,,,
1009142,20141029,,,
1009142,20141030,,,
1009142,20141031,,,
1009142,20141032,,,
1009142,20141033,,,
1009142,20141034,,,
1009142,20141035,,,
1009142,20141036,,,
1009142,20141037,,,
1009142,20141038,,,
1009142,20141039,,,
1009142,20141040,,,
1009142,20141041,,,
1009142,20141042,,,
1009142,20141043,,,
1009142,20141044,,,
1009142,20141045,,,
1009142,20141046,,,
1009142,20141047,,,
1009142,20141048,,,
1009142,20141049,,,
1009142,20141050,,,
1009142,20141051,,,
1009142,20141052,,,
1010142,20141001,,,
1010142,20141002,,,
1010142,20141003,,,
1010142,20141004,,,
1010142,20141005,,,
1010142,20141006,,,
1010142,20141007,,,
1010142,20141008,,,
1010142,20141009,,,
1010142,20141010,,,
1010142,20141011,,,
1010142,20141012,,,
1010142,20141013,,,
1010142,20141014,,,
1010142,20141015,,,
1010142,20141016,,,
1010142,20141017,,,
1010142,20141018,,,
1010142,20141019,,,
1010142,20141020,,,
1010142,20141021,,,
1010142,20141022,,,
1010142,20141023,,,
1010142,20141024,,,
1010142,20141025,,,
1010142,20141026,,,
1010142,20141027,,,
1010142,20141028,,,
1010142,20141029,,,
1010142,20141030,,,
1010142,20141031,,,
1010142,20141032,,,
1010142,20141033,,,
1010142,20141034,,,
1010142,20141035,,,
1010142,20141036,,,
1010142,20141037,,,
1010142,20141038,,,
1010142,20141039,,,
1010142,20141040,,,
1010142,20141041,,,
1010142,20141042,,,
1010142,20141043,,,
1010142,20141044,,,
1010142,20141045,,,
1010142,20141046,,,
1010142,20141047,,,
1010142,20141048,,,
1010142,20141049,,,
1010142,20141050,,,
1010142,20141051,,,
1010142,20141052,,,
1011142,20141001,,,
1011142,20141002,,,
1011142,20141003,,,
1011142,20141004,,,
1011142,20141005,,,
1011142,20141006,,,
1011142,20141007,,,
1011142,20141008,,,
1011142,20141009,,,
1011142,20141010,,,
1011142,20141011,,,
1011142,20141012,,,
1011142,20141013,,,
1011142,20141014,,,
1011142,20141015,,,
1011142,20141016,,,
1011142,20141017,,,
1011142,20141018,,,
1011142,20141019,,,
1011142,20141020,,,
1011142,20141021,,,
1011142,20141022,,,
1011142,20141023,,,
1011142,20141024,,,
1011142,20141025,,,
1011142,20141026,,,
1011142,20141027,,,
1011142,20141028,,,
1011142,20141029,,,
1011142,20141030,,,
1011142,20141031,,,
1011142,20141032,,,
1011142,20141033,,,
1011142,20141034,,,
1011142,20141035,,,
1011142,20141036,,,
1011142,20141037,,,
1011142,20141038,,,
1011142,20141039,,,
1011142,20141040,,,
1011142,20141041,,,
1011142,20141042,,,
1011142,20141043,,,
1011142,20141044,,,
1011142,20141045,,,
1011142,20141046,,,
1011142,20141047,,,
1011142,20141048,,,
1011142,20141049,,,
1011142,20141050,,,
1011142,20141051,,,
1011142,20141052,,,
1012142,20141001,,,
1012142,20141002,,,
1012142,20141003,,,
1012142,20141004,,,
1012142,20141005,,,
1012142,20141006,,,
1012142,20141007,,,
1012142,20141008,,,
1012142,20141009,,,
1012142,20141010,,,
1012142,20141011,,,
1012142,20141012,,,
1012142,20141013,,,
1012142,20141014,,,
1012142,20141015,,,
1012142,20141016,,,
1012142,20141017,,,
1012142,20141018,,,
1012142,20141019,,,
1012142,20141020,,,
1012142,20141021,,,
1012142,20141022,,,
1012142,20141023,,,
1012142,20141024,,,
1012142,20141025,,,
1012142,20141026,,,
1012142,20141027,,,
1012142,20141028,,,
1012142,20141029,,,
1012142,20141030,,,
1012142,20141031,,,
1012142,20141032,,,
1012142,20141033,,,
1012142,20141034,,,
1012142,20141035,,,
1012142,20141036,,,
1012142,20141037,,,
1012142,20141038,,,
1012142,20141039,,,
1012142,20141040,,,
1012142,20141041,,,
1012142,20141042,,,
1012142,20141043,,,
1012142,20141044,,,
1012142,20141045,,,
1012142,20141046,,,
1012142,20141047,,,
1012142,20141048,,,
1012142,20141049,,,
1012142,20141050,,,
1012142,20141051,,,
1012142,20141052,,,
1013142,20141001,,,
1013142,20141002,,,
1013142,20141003,,,
1013142,20141004,,,
1013142,20141005,,,
1013142,20141006,,,
1013142,20141007,,,
1013142,20141008,,,
1013142,20141009,,,
1013142,20141010,,,
1013142,20141011,,,
1013142,20141012,,,
1013142,20141013,,,
1013142,20141014,,,
1013142,20141015,,,
1013142,20141016,,,
1013142,20141017,,,
1013142,20141018,,,
1013142,20141019,,,
1013142,20141020,,,
1013142,20141021,,,
1013142,20141022,,,
1013142,20141023,,,
1013142,20141024,,,
1013142,20141025,,,
1013142,20141026,,,
1013142,20141027,,,
1013142,20141028,,,
1013142,20141029,,,
1013142,20141030,,,
1013142,20141031,,,
1013142,20141032,,,
1013142,20141033,,,
1013142,20141034,,,
1013142,20141035,,,
1013142,20141036,,,
1013142,20141037,,,
1013142,20141038,,,
1013142,20141039,,,
1013142,20141040,,,
1013142,20141041,,,
1013142,20141042,,,
1013142,20141043,,,
1013142,20141044,,,
1013142,20141045,,,
1013142,20141046,,,
1013142,20141047,,,
1013142,20141048,,,
1013142,20141049,,,
1013142,20141050,,,
1013142,20141051,,,
1013142,20141052,,,
1014142,20141001,,,
1014142,20141002,,,
1014142,20141003,,,
1014142,20141004,,,
1014142,20141005,,,
1014142,20141006,,,
1014142,20141007,,,
1014142,20141008,,,
1014142,20141009,,,
1014142,20141010,,,
1014142,20141011,,,
1014142,20141012,,,
1014142,20141013,,,
1014142,20141014,,,
1014142,20141015,,,
1014142,20141016,,,
1014142,20141017,,,
1014142,20141018,,,
1014142,20141019,,,
1014142,20141020,,,
1014142,20141021,,,
1014142,20141022,,,
1014142,20141023,,,
1014142,20141024,,,
1014142,20141025,,,
1014142,20141026,,,
1014142,20141027,,,
1014142,20141028,,,
1014142,20141029,,,
1014142,20141030,,,
1014142,20141031,,,
1014142,20141032,,,
1014142,20141033,,,
1014142,20141034,,,
1014142,20141035,,,
1014142,20141036,,,
1014142,20141037,,,
1014142,20141038,,,
1014142,20141039,,,
1014142,20141040,,,
1014142,20141041,,,
1014142,20141042,,,
1014142,20141043,,,
1014142,20141044,,,
1014142,20141045,,,
1014142,20141046,,,
1014142,20141047,,,
1014142,20141048,,,
1014142,20141049,,,
1014142,20141050,,,
1014142,20141051,,,
1014142,20141052,,,
1015151,20141001,,,
1015151,20141002,,,
1015151,20141003,,,
1015151,20141004,,,
1015151,20141005,,,
1015151,20141006,,,
1015151,20141007,,,
1015151,20141008,,,
1015151,20141009,,,
1015151,20141010,,,
1015151,20141011,,,
1015151,20141012,,,
1015151,20141013,,,
1015151,20141014,,,
1015151,20141015,,,
1015151,20141016,,,
1015151,20141017,,,
1015151,20141018,,,
1015151,20141019,,,
1015151,20141020,,,
1015151,20141021,,,
1015151,20141022,,,
1015151,20141023,,,
1015151,20141024,,,
1015151,20141025,,,
1015151,20141026,,,
1015151,20141027,,,
1015151,20141028,,,
1015151,20141029,,,
1015151,20141030,,,
1015151,20141031,,,
1015151,20141032,,,
1015151,20141033,,,
1015151,20141034,,,
1015151,20141035,,,
1015151,20141036,,,
1015151,20141037,,,
1015151,20141038,,,
1015151,20141039,,,
1015151,20141040,,,
1015151,20141041,,,
1015151,20141042,,,
1015151,20141043,,,
1015151,20141044,,,
1015151,20141045,,,
1015151,20141046,,,
1015151,20141047,,,
1015151,20141048,,,
1015151,20141049,,,
1015151,20141050,,,
1015151,20141051,,,
1015151,20141052,,,
1016151,20141001,,,
1016151,20141002,,,
1016151,20141003,,,
1016151,20141004,,,
1016151,20141005,,,
1016151,20141006,,,
1016151,20141007,,,
1016151,20141008,,,
1016151,20141009,,,
1016151,20141010,,,
1016151,20141011,,,
1016151,20141012,,,
1016151,20141013,,,
1016151,20141014,,,
1016151,20141015,,,
1016151,20141016,,,
1016151,20141017,,,
1016151,20141018,,,
1016151,20141019,,,
1016151,20141020,,,
1016151,20141021,,,
1016151,20141022,,,
1016151,20141023,,,
1016151,20141024,,,
1016151,20141025,,,
1016151,20141026,,,
1016151,20141027,,,
1016151,20141028,,,
1016151,20141029,,,
1016151,20141030,,,
1016151,20141031,,,
1016151,20141032,,,
1016151,20141033,,,
1016151,20141034,,,
1016151,20141035,,,
1016151,20141036,,,
1016151,20141037,,,
1016151,20141038,,,
1016151,20141039,,,
1016151,20141040,,,
1016151,20141041,,,
1016151,20141042,,,
1016151,20141043,,,
1016151,20141044,,,
1016151,20141045,,,
1016151,20141046,,,
1016151,20141047,,,
1016151,20141048,,,
1016151,20141049,,,
1016151,20141050,,,
1016151,20141051,,,
1016151,20141052,,,
1017151,20141001,,,
1017151,20141002,,,
1017151,20141003,,,
1017151,20141004,,,
1017151,20141005,,,
1017151,20141006,,,
1017151,20141007,,,
1017151,20141008,,,
1017151,20141009,,,
1017151,20141010,,,
1017151,20141011,,,
1017151,20141012,,,
1017151,20141013,,,
1017151,20141014,,,
1017151,20141015,,,
1017151,20141016,,,
1017151,20141017,,,
1017151,20141018,,,
1017151,20141019,,,
1017151,20141020,,,
1017151,20141021,,,
1017151,20141022,,,
1017151,20141023,,,
1017151,20141024,,,
1017151,20141025,,,
1017151,20141026,,,
1017151,20141027,,,
1017151,20141028,,,
1017151,20141029,,,
1017151,20141030,,,
1017151,20141031,,,
1017151,20141032,,,
1017151,20141033,,,
1017151,20141034,,,
1017151,20141035,,,
1017151,20141036,,,
1017151,20141037,,,
1017151,20141038,,,
1017151,20141039,,,
1017151,20141040,,,
1017151,20141041,,,
1017151,20141042,,,
1017151,20141043,,,
1017151,20141044,,,
1017151,20141045,,,
1017151,20141046,,,
1017151,20141047,,,
1017151,20141048,,,
1017151,20141049,,,
1017151,20141050,,,
1017151,20141051,,,
1017151,20141052,,,
1018151,20141001,,,
1018151,20141002,,,
1018151,20141003,,,
1018151,20141004,,,
1018151,20141005,,,
1018151,20141006,,,
1018151,20141007,,,
1018151,20141008,,,
1018151,20141009,,,
1018151,20141010,,,
1018151,20141011,,,
1018151,20141012,,,
1018151,20141013,,,
1018151,20141014,,,
1018151,20141015,,,
1018151,20141016,,,
1018151,20141017,,,
1018151,20141018,,,
1018151,20141019,,,
1018151,20141020,,,
1018151,20141021,,,
1018151,20141022,,,
1018151,20141023,,,
1018151,20141024,,,
1018151,20141025,,,
1018151,20141026,,,
1018151,20141027,,,
1018151,20141028,,,
1018151,20141029,,,
1018151,20141030,,,
1018151,20141031,,,
1018151,20141032,,,
1018151,20141033,,,
1018151,20141034,,,
1018151,20141035,,,
1018151,20141036,,,
1018151,20141037,,,
1018151,20141038,,,
1018151,20141039,,,
1018151,20141040,,,
1018151,20141041,,,
1018151,20141042,,,
1018151,20141043,,,
1018151,20141044,,,
1018151,20141045,,,
1018151,20141046,,,
1018151,20141047,,,
1018151,20141048,,,
1018151,20141049,,,
1018151,20141050,,,
1018151,20141051,,,
1018151,20141052,,,
1019151,20141001,,,
1019151,20141002,,,
1019151,20141003,,,
1019151,20141004,,,
1019151,20141005,,,
1019151,20141006,,,
1019151,20141007,,,
1019151,20141008,,,
1019151,20141009,,,
1019151,20141010,,,
1019151,20141011,,,
1019151,20141012,,,
1019151,20141013,,,
1019151,20141014,,,
1019151,20141015,,,
1019151,20141016,,,
1019151,20141017,,,
1019151,20141018,,,
1019151,20141019,,,
1019151,20141020,,,
1019151,20141021,,,
1019151,20141022,,,
1019151,20141023,,,
1019151,20141024,,,
1019151,20141025,,,
1019151,20141026,,,
1019151,20141027,,,
1019151,20141028,,,
1019151,20141029,,,
1019151,20141030,,,
1019151,20141031,,,
1019151,20141032,,,
1019151,20141033,,,
1019151,20141034,,,
1019151,20141035,,,
1019151,20141036,,,
1019151,20141037,,,
1019151,20141038,,,
1019151,20141039,,,
1019151,20141040,,,
1019151,20141041,,,
1019151,20141042,,,
1019151,20141043,,,
1019151,20141044,,,
1019151,20141045,,,
1019151,20141046,,,
1019151,20141047,,,
1019151,20141048,,,
1019151,20141049,,,
1019151,20141050,,,
1019151,20141051,,,
1019151,20141052,,,
1020151,20141001,,,
1020151,20141002,,,
1020151,20141003,,,
1020151,20141004,,,
1020151,20141005,,,
1020151,20141006,,,
1020151,20141007,,,
1020151,20141008,,,
1020151,20141009,,,
1020151,20141010,,,
1020151,20141011,,,
1020151,20141012,,,
1020151,20141013,,,
1020151,20141014,,,
1020151,20141015,,,
1020151,20141016,,,
1020151,20141017,,,
1020151,20141018,,,
1020151,20141019,,,
1020151,20141020,,,
1020151,20141021,,,
1020151,20141022,,,
1020151,20141023,,,
1020151,20141024,,,
1020151,20141025,,,
1020151,20141026,,,
1020151,20141027,,,
1020151,20141028,,,
1020151,20141029,,,
1020151,20141030,,,
1020151,20141031,,,
1020151,20141032,,,
1020151,20141033,,,
1020151,20141034,,,
1020151,20141035,,,
1020151,20141036,,,
1020151,20141037,,,
1020151,20141038,,,
1020151,20141039,,,
1020151,20141040,,,
1020151,20141041,,,
1020151,20141042,,,
1020151,20141043,,,
1020151,20141044,,,
1020151,20141045,,,
1020151,20141046,,,
1020151,20141047,,,
1020151,20141048,,,
1020151,20141049,,,
1020151,20141050,,,
1020151,20141051,,,
1020151,20141052,,,
1021151,20141001,,,
1021151,20141002,,,
1021151,20141003,,,
1021151,20141004,,,
1021151,20141005,,,
1021151,20141006,,,
1021151,20141007,,,
1021151,20141008,,,
1021151,20141009,,,
1021151,20141010,,,
1021151,20141011,,,
1021151,20141012,,,
1021151,20141013,,,
1021151,20141014,,,
1021151,20141015,,,
1021151,20141016,,,
1021151,20141017,,,
1021151,20141018,,,
1021151,20141019,,,
1021151,20141020,,,
1021151,20141021,,,
1021151,20141022,,,
1021151,20141023,,,
1021151,20141024,,,
1021151,20141025,,,
1021151,20141026,,,
1021151,20141027,,,
1021151,20141028,,,
1021151,20141029,,,
1021151,20141030,,,
1021151,20141031,,,
1021151,20141032,,,
1021151,20141033,,,
1021151,20141034,,,
1021151,20141035,,,
1021151,20141036,,,
1021151,20141037,,,
1021151,20141038,,,
1021151,20141039,,,
1021151,20141040,,,
1021151,20141041,,,
1021151,20141042,,,
1021151,20141043,,,
1021151,20141044,,,
1021151,20141045,,,
1021151,20141046,,,
1021151,20141047,,,
1021151,20141048,,,
1021151,20141049,,,
1021151,20141050,,,
1021151,20141051,,,
1021151,20141052,,,
1022152,20141001,,,
1022152,20141002,,,
1022152,20141003,,,
1022152,20141004,,,
1022152,20141005,,,
1022152,20141006,,,
1022152,20141007,,,
1022152,20141008,,,
1022152,20141009,,,
1022152,20141010,,,
1022152,20141011,,,
1022152,20141012,,,
1022152,20141013,,,
1022152,20141014,,,
1022152,20141015,,,
1022152,20141016,,,
1022152,20141017,,,
1022152,20141018,,,
1022152,20141019,,,
1022152,20141020,,,
1022152,20141021,,,
1022152,20141022,,,
1022152,20141023,,,
1022152,20141024,,,
1022152,20141025,,,
1022152,20141026,,,
1022152,20141027,,,
1022152,20141028,,,
1022152,20141029,,,
1022152,20141030,,,
1022152,20141031,,,
1022152,20141032,,,
1022152,20141033,,,
1022152,20141034,,,
1022152,20141035,,,
1022152,20141036,,,
1022152,20141037,,,
1022152,20141038,,,
1022152,20141039,,,
1022152,20141040,,,
1022152,20141041,,,
1022152,20141042,,,
1022152,20141043,,,
1022152,20141044,,,
1022152,20141045,,,
1022152,20141046,,,
1022152,20141047,,,
1022152,20141048,,,
1022152,20141049,,,
1022152,20141050,,,
1022152,20141051,,,
1022152,20141052,,,
1023152,20141001,,,
1023152,20141002,,,
1023152,20141003,,,
1023152,20141004,,,
1023152,20141005,,,
1023152,20141006,,,
1023152,20141007,,,
1023152,20141008,,,
1023152,20141009,,,
1023152,20141010,,,
1023152,20141011,,,
1023152,20141012,,,
1023152,20141013,,,
1023152,20141014,,,
1023152,20141015,,,
1023152,20141016,,,
1023152,20141017,,,
1023152,20141018,,,
1023152,20141019,,,
1023152,20141020,,,
1023152,20141021,,,
1023152,20141022,,,
1023152,20141023,,,
1023152,20141024,,,
1023152,20141025,,,
1023152,20141026,,,
1023152,20141027,,,
1023152,20141028,,,
1023152,20141029,,,
1023152,20141030,,,
1023152,20141031,,,
1023152,20141032,,,
1023152,20141033,,,
1023152,20141034,,,
1023152,20141035,,,
1023152,20141036,,,
1023152,20141037,,,
1023152,20141038,,,
1023152,20141039,,,
1023152,20141040,,,
1023152,20141041,,,
1023152,20141042,,,
1023152,20141043,,,
1023152,20141044,,,
1023152,20141045,,,
1023152,20141046,,,
1023152,20141047,,,
1023152,20141048,,,
1023152,20141049,,,
1023152,20141050,,,
1023152,20141051,,,
1023152,20141052,,,
1024152,20141001,,,
1024152,20141002,,,
1024152,20141003,,,
1024152,20141004,,,
1024152,20141005,,,
1024152,20141006,,,
1024152,20141007,,,
1024152,20141008,,,
1024152,20141009,,,
1024152,20141010,,,
1024152,20141011,,,
1024152,20141012,,,
1024152,20141013,,,
1024152,20141014,,,
1024152,20141015,,,
1024152,20141016,,,
1024152,20141017,,,
1024152,20141018,,,
1024152,20141019,,,
1024152,20141020,,,
1024152,20141021,,,
1024152,20141022,,,
1024152,20141023,,,
1024152,20141024,,,
1024152,20141025,,,
1024152,20141026,,,
1024152,20141027,,,
1024152,20141028,,,
1024152,20141029,,,
1024152,20141030,,,
1024152,20141031,,,
1024152,20141032,,,
1024152,20141033,,,
1024152,20141034,,,
1024152,20141035,,,
1024152,20141036,,,
1024152,20141037,,,
1024152,20141038,,,
1024152,20141039,,,
1024152,20141040,,,
1024152,20141041,,,
1024152,20141042,,,
1024152,20141043,,,
1024152,20141044,,,
1024152,20141045,,,
1024152,20141046,,,
1024152,20141047,,,
1024152,20141048,,,
1024152,20141049,,,
1024152,20141050,,,
1024152,20141051,,,
1024152,20141052,,,
1025152,20141001,,,
1025152,20141002,,,
1025152,20141003,,,
1025152,20141004,,,
1025152,20141005,,,
1025152,20141006,,,
1025152,20141007,,,
1025152,20141008,,,
1025152,20141009,,,
1025152,20141010,,,
1025152,20141011,,,
1025152,20141012,,,
1025152,20141013,,,
1025152,20141014,,,
1025152,20141015,,,
1025152,20141016,,,
1025152,20141017,,,
1025152,20141018,,,
