id_reg_pt,id_kls,nilai_angka,nilai_huruf,nilai_indeks
4006141,20141192,88,A,4
4006141,20141193,46,D,1
4006141,20141194,45,D,1
4006141,20141195,95,A,4
4006141,20141196,44,D,1
4006141,20141197,50,C,2
4006141,20141198,72,AB,3.5
4006141,20141199,96,A,4
4006141,20141200,69,B,3
4007141,20141152,79,AB,3.5
4007141,20141153,92,A,4
4007141,20141154,80,A,4
4007141,20141155,61,BC,2.5
4007141,20141156,80,A,4
4007141,20141157,96,A,4
4007141,20141158,43,D,1
4007141,20141159,84,A,4
4007141,20141160,89,A,4
4007141,20141161,100,A,4
4007141,20141162,57,C,2
4007141,20141163,99,A,4
4007141,20141164,44,D,1
4007141,20141165,85,A,4
4007141,20141166,83,A,4
4007141,20141167,67,B,3
4007141,20141168,44,D,1
4007141,20141169,85,A,4
4007141,20141170,45,D,1
4007141,20141171,71,B,3
4007141,20141172,55,C,2
4007141,20141173,89,A,4
4007141,20141174,73,AB,3.5
4007141,20141175,61,BC,2.5
4007141,20141176,80,A,4
4007141,20141177,92,A,4
4007141,20141178,56,C,2
4007141,20141179,89,A,4
4007141,20141180,54,C,2
4007141,20141181,98,A,4
4007141,20141182,60,BC,2.5
4007141,20141183,87,A,4
4007141,20141184,56,C,2
4007141,20141185,41,D,1
4007141,20141186,74,AB,3.5
4007141,20141187,60,BC,2.5
4007141,20141188,41,D,1
4007141,20141189,87,A,4
4007141,20141190,45,D,1
4007141,20141191,42,D,1
4007141,20141192,73,AB,3.5
4007141,20141193,68,B,3
4007141,20141194,51,C,2
4007141,20141195,75,AB,3.5
4007141,20141196,61,BC,2.5
4007141,20141197,93,A,4
4007141,20141198,50,C,2
4007141,20141199,95,A,4
4007141,20141200,55,C,2
4008142,20141152,41,D,1
4008142,20141153,73,AB,3.5
4008142,20141154,65,B,3
4008142,20141155,62,BC,2.5
4008142,20141156,63,BC,2.5
4008142,20141157,96,A,4
4008142,20141158,64,BC,2.5
4008142,20141159,61,BC,2.5
4008142,20141160,84,A,4
4008142,20141161,53,C,2
4008142,20141162,61,BC,2.5
4008142,20141163,69,B,3
4008142,20141164,51,C,2
4008142,20141165,85,A,4
4008142,20141166,60,BC,2.5
4008142,20141167,52,C,2
4008142,20141168,46,D,1
4008142,20141169,70,B,3
4008142,20141170,55,C,2
4008142,20141171,91,A,4
4008142,20141172,50,C,2
4008142,20141173,54,C,2
4008142,20141174,55,C,2
4008142,20141175,88,A,4
4008142,20141176,69,B,3
4008142,20141177,72,AB,3.5
4008142,20141178,82,A,4
4008142,20141179,77,AB,3.5
4008142,20141180,75,AB,3.5
4008142,20141181,94,A,4
4008142,20141182,95,A,4
4008142,20141183,95,A,4
4008142,20141184,64,BC,2.5
4008142,20141185,58,BC,2.5
4008142,20141186,79,AB,3.5
4008142,20141187,78,AB,3.5
4008142,20141188,48,D,1
4008142,20141189,97,A,4
4008142,20141190,52,C,2
4008142,20141191,52,C,2
4008142,20141192,93,A,4
4008142,20141193,69,B,3
4008142,20141194,85,A,4
4008142,20141195,84,A,4
4008142,20141196,100,A,4
4008142,20141197,41,D,1
4008142,20141198,49,D,1
4008142,20141199,42,D,1
4008142,20141200,92,A,4
4009142,20141152,87,A,4
4009142,20141153,51,C,2
4009142,20141154,72,AB,3.5
4009142,20141155,44,D,1
4009142,20141156,65,B,3
4009142,20141157,69,B,3
4009142,20141158,98,A,4
4009142,20141159,43,D,1
4009142,20141160,56,C,2
4009142,20141161,79,AB,3.5
4009142,20141162,57,C,2
4009142,20141163,78,AB,3.5
4009142,20141164,77,AB,3.5
4009142,20141165,91,A,4
4009142,20141166,60,BC,2.5
4009142,20141167,88,A,4
4009142,20141168,89,A,4
4009142,20141169,71,B,3
4009142,20141170,52,C,2
4009142,20141171,53,C,2
4009142,20141172,59,BC,2.5
4009142,20141173,78,AB,3.5
4009142,20141174,74,AB,3.5
4009142,20141175,81,A,4
4009142,20141176,68,B,3
4009142,20141177,75,AB,3.5
4009142,20141178,47,D,1
4009142,20141179,58,BC,2.5
4009142,20141180,50,C,2
4009142,20141181,82,A,4
4009142,20141182,47,D,1
4009142,20141183,65,B,3
4009142,20141184,41,D,1
4009142,20141185,68,B,3
4009142,20141186,89,A,4
4009142,20141187,49,D,1
4009142,20141188,42,D,1
4009142,20141189,45,D,1
4009142,20141190,50,C,2
4009142,20141191,85,A,4
4009142,20141192,56,C,2
4009142,20141193,52,C,2
4009142,20141194,44,D,1
4009142,20141195,94,A,4
4009142,20141196,53,C,2
4009142,20141197,99,A,4
4009142,20141198,57,C,2
4009142,20141199,44,D,1
4009142,20141200,44,D,1
4010142,20141152,71,B,3
4010142,20141153,64,BC,2.5
4010142,20141154,97,A,4
4010142,20141155,92,A,4
4010142,20141156,78,AB,3.5
4010142,20141157,87,A,4
4010142,20141158,90,A,4
4010142,20141159,54,C,2
4010142,20141160,75,AB,3.5
4010142,20141161,89,A,4
4010142,20141162,66,B,3
4010142,20141163,54,C,2
4010142,20141164,71,B,3
4010142,20141165,58,BC,2.5
4010142,20141166,72,AB,3.5
4010142,20141167,68,B,3
4010142,20141168,82,A,4
4010142,20141169,53,C,2
4010142,20141170,93,A,4
4010142,20141171,89,A,4
4010142,20141172,99,A,4
4010142,20141173,97,A,4
4010142,20141174,95,A,4
4010142,20141175,62,BC,2.5
4010142,20141176,43,D,1
4010142,20141177,79,AB,3.5
4010142,20141178,80,A,4
4010142,20141179,68,B,3
4010142,20141180,62,BC,2.5
4010142,20141181,51,C,2
4010142,20141182,97,A,4
4010142,20141183,85,A,4
4010142,20141184,60,BC,2.5
4010142,20141185,45,D,1
4010142,20141186,52,C,2
4010142,20141187,79,AB,3.5
4010142,20141188,76,AB,3.5
4010142,20141189,50,C,2
4010142,20141190,83,A,4
4010142,20141191,99,A,4
4010142,20141192,87,A,4
4010142,20141193,99,A,4
4010142,20141194,48,D,1
4010142,20141195,51,C,2
4010142,20141196,75,AB,3.5
4010142,20141197,45,D,1
4010142,20141198,86,A,4
4010142,20141199,96,A,4
4010142,20141200,84,A,4
4011142,20141152,70,B,3
4011142,20141153,73,AB,3.5
4011142,20141154,61,BC,2.5
4011142,20141155,43,D,1
4011142,20141156,82,A,4
4011142,20141157,93,A,4
4011142,20141158,80,A,4
4011142,20141159,77,AB,3.5
4011142,20141160,78,AB,3.5
4011142,20141161,63,BC,2.5
4011142,20141162,52,C,2
4011142,20141163,90,A,4
4011142,20141164,97,A,4
4011142,20141165,93,A,4
4011142,20141166,94,A,4
4011142,20141167,42,D,1
4011142,20141168,92,A,4
4011142,20141169,78,AB,3.5
4011142,20141170,80,A,4
4011142,20141171,64,BC,2.5
4011142,20141172,52,C,2
4011142,20141173,69,B,3
4011142,20141174,91,A,4
4011142,20141175,81,A,4
4011142,20141176,96,A,4
4011142,20141177,42,D,1
4011142,20141178,72,AB,3.5
4011142,20141179,55,C,2
4011142,20141180,48,D,1
4011142,20141181,54,C,2
4011142,20141182,41,D,1
4011142,20141183,91,A,4
4011142,20141184,72,AB,3.5
4011142,20141185,68,B,3
4011142,20141186,84,A,4
4011142,20141187,76,AB,3.5
4011142,20141188,90,A,4
4011142,20141189,84,A,4
4011142,20141190,52,C,2
4011142,20141191,66,B,3
4011142,20141192,96,A,4
4011142,20141193,95,A,4
4011142,20141194,64,BC,2.5
4011142,20141195,45,D,1
4011142,20141196,100,A,4
4011142,20141197,98,A,4
4011142,20141198,57,C,2
4011142,20141199,45,D,1
4011142,20141200,84,A,4
4012142,20141152,92,A,4
4012142,20141153,95,A,4
4012142,20141154,89,A,4
4012142,20141155,60,BC,2.5
4012142,20141156,99,A,4
4012142,20141157,70,B,3
4012142,20141158,47,D,1
4012142,20141159,45,D,1
4012142,20141160,94,A,4
4012142,20141161,41,D,1
4012142,20141162,96,A,4
4012142,20141163,65,B,3
4012142,20141164,68,B,3
4012142,20141165,83,A,4
4012142,20141166,76,AB,3.5
4012142,20141167,100,A,4
4012142,20141168,71,B,3
4012142,20141169,78,AB,3.5
4012142,20141170,59,BC,2.5
4012142,20141171,93,A,4
4012142,20141172,55,C,2
4012142,20141173,48,D,1
4012142,20141174,65,B,3
4012142,20141175,65,B,3
4012142,20141176,69,B,3
4012142,20141177,96,A,4
4012142,20141178,76,AB,3.5
4012142,20141179,63,BC,2.5
4012142,20141180,71,B,3
4012142,20141181,48,D,1
4012142,20141182,52,C,2
4012142,20141183,58,BC,2.5
4012142,20141184,57,C,2
4012142,20141185,92,A,4
4012142,20141186,56,C,2
4012142,20141187,51,C,2
4012142,20141188,45,D,1
4012142,20141189,100,A,4
4012142,20141190,91,A,4
4012142,20141191,77,AB,3.5
4012142,20141192,91,A,4
4012142,20141193,61,BC,2.5
4012142,20141194,75,AB,3.5
4012142,20141195,73,AB,3.5
4012142,20141196,44,D,1
4012142,20141197,66,B,3
4012142,20141198,93,A,4
4012142,20141199,42,D,1
4012142,20141200,69,B,3
4013142,20141152,41,D,1
4013142,20141153,53,C,2
4013142,20141154,62,BC,2.5
4013142,20141155,54,C,2
4013142,20141156,75,AB,3.5
4013142,20141157,80,A,4
4013142,20141158,43,D,1
4013142,20141159,72,AB,3.5
4013142,20141160,55,C,2
4013142,20141161,79,AB,3.5
4013142,20141162,95,A,4
4013142,20141163,53,C,2
4013142,20141164,65,B,3
4013142,20141165,57,C,2
4013142,20141166,89,A,4
4013142,20141167,46,D,1
4013142,20141168,51,C,2
4013142,20141169,61,BC,2.5
4013142,20141170,68,B,3
4013142,20141171,63,BC,2.5
4013142,20141172,45,D,1
4013142,20141173,61,BC,2.5
4013142,20141174,45,D,1
4013142,20141175,46,D,1
4013142,20141176,78,AB,3.5
4013142,20141177,59,BC,2.5
4013142,20141178,71,B,3
4013142,20141179,51,C,2
4013142,20141180,54,C,2
4013142,20141181,86,A,4
4013142,20141182,65,B,3
4013142,20141183,98,A,4
4013142,20141184,94,A,4
4013142,20141185,76,AB,3.5
4013142,20141186,54,C,2
4013142,20141187,45,D,1
4013142,20141188,84,A,4
4013142,20141189,85,A,4
4013142,20141190,79,AB,3.5
4013142,20141191,84,A,4
4013142,20141192,43,D,1
4013142,20141193,54,C,2
4013142,20141194,72,AB,3.5
4013142,20141195,98,A,4
4013142,20141196,51,C,2
4013142,20141197,82,A,4
4013142,20141198,94,A,4
4013142,20141199,50,C,2
4013142,20141200,81,A,4
4014142,20141152,100,A,4
4014142,20141153,96,A,4
4014142,20141154,54,C,2
4014142,20141155,49,D,1
4014142,20141156,63,BC,2.5
4014142,20141157,97,A,4
4014142,20141158,70,B,3
4014142,20141159,63,BC,2.5
4014142,20141160,95,A,4
4014142,20141161,60,BC,2.5
4014142,20141162,56,C,2
4014142,20141163,100,A,4
4014142,20141164,93,A,4
4014142,20141165,49,D,1
4014142,20141166,62,BC,2.5
4014142,20141167,61,BC,2.5
4014142,20141168,92,A,4
4014142,20141169,100,A,4
4014142,20141170,53,C,2
4014142,20141171,45,D,1
4014142,20141172,73,AB,3.5
4014142,20141173,68,B,3
4014142,20141174,65,B,3
4014142,20141175,83,A,4
4014142,20141176,64,BC,2.5
4014142,20141177,49,D,1
4014142,20141178,46,D,1
4014142,20141179,82,A,4
4014142,20141180,56,C,2
4014142,20141181,44,D,1
4014142,20141182,65,B,3
4014142,20141183,60,BC,2.5
4014142,20141184,61,BC,2.5
4014142,20141185,42,D,1
4014142,20141186,97,A,4
4014142,20141187,85,A,4
4014142,20141188,88,A,4
4014142,20141189,100,A,4
4014142,20141190,91,A,4
4014142,20141191,100,A,4
4014142,20141192,90,A,4
4014142,20141193,99,A,4
4014142,20141194,79,AB,3.5
4014142,20141195,82,A,4
4014142,20141196,96,A,4
4014142,20141197,76,AB,3.5
4014142,20141198,86,A,4
4014142,20141199,66,B,3
4014142,20141200,51,C,2
4015151,20141152,61,BC,2.5
4015151,20141153,77,AB,3.5
4015151,20141154,85,A,4
4015151,20141155,44,D,1
4015151,20141156,68,B,3
4015151,20141157,92,A,4
4015151,20141158,71,B,3
4015151,20141159,90,A,4
4015151,20141160,99,A,4
4015151,20141161,43,D,1
4015151,20141162,62,BC,2.5
4015151,20141163,87,A,4
4015151,20141164,44,D,1
4015151,20141165,67,B,3
4015151,20141166,77,AB,3.5
4015151,20141167,47,D,1
4015151,20141168,95,A,4
4015151,20141169,68,B,3
4015151,20141170,75,AB,3.5
4015151,20141171,91,A,4
4015151,20141172,83,A,4
4015151,20141173,93,A,4
4015151,20141174,54,C,2
4015151,20141175,73,AB,3.5
4015151,20141176,78,AB,3.5
4015151,20141177,89,A,4
4015151,20141178,65,B,3
4015151,20141179,45,D,1
4015151,20141180,75,AB,3.5
4015151,20141181,57,C,2
4015151,20141182,58,BC,2.5
4015151,20141183,75,AB,3.5
4015151,20141184,68,B,3
4015151,20141185,58,BC,2.5
4015151,20141186,72,AB,3.5
4015151,20141187,89,A,4
4015151,20141188,91,A,4
4015151,20141189,92,A,4
4015151,20141190,88,A,4
4015151,20141191,56,C,2
4015151,20141192,45,D,1
4015151,20141193,95,A,4
4015151,20141194,54,C,2
4015151,20141195,67,B,3
4015151,20141196,66,B,3
4015151,20141197,73,AB,3.5
4015151,20141198,49,D,1
4015151,20141199,48,D,1
4015151,20141200,51,C,2
4016151,20141152,84,A,4
4016151,20141153,73,AB,3.5
4016151,20141154,61,BC,2.5
4016151,20141155,85,A,4
4016151,20141156,85,A,4
4016151,20141157,63,BC,2.5
4016151,20141158,60,BC,2.5
4016151,20141159,53,C,2
4016151,20141160,73,AB,3.5
4016151,20141161,54,C,2
4016151,20141162,82,A,4
4016151,20141163,77,AB,3.5
4016151,20141164,91,A,4
4016151,20141165,59,BC,2.5
4016151,20141166,78,AB,3.5
4016151,20141167,94,A,4
4016151,20141168,47,D,1
4016151,20141169,78,AB,3.5
4016151,20141170,70,B,3
4016151,20141171,94,A,4
4016151,20141172,58,BC,2.5
4016151,20141173,92,A,4
4016151,20141174,86,A,4
4016151,20141175,72,AB,3.5
4016151,20141176,77,AB,3.5
4016151,20141177,96,A,4
4016151,20141178,99,A,4
4016151,20141179,93,A,4
4016151,20141180,58,BC,2.5
4016151,20141181,58,BC,2.5
4016151,20141182,78,AB,3.5
4016151,20141183,45,D,1
4016151,20141184,56,C,2
4016151,20141185,41,D,1
4016151,20141186,98,A,4
4016151,20141187,99,A,4
4016151,20141188,86,A,4
4016151,20141189,56,C,2
4016151,20141190,95,A,4
4016151,20141191,53,C,2
4016151,20141192,95,A,4
4016151,20141193,55,C,2
4016151,20141194,75,AB,3.5
4016151,20141195,88,A,4
4016151,20141196,97,A,4
4016151,20141197,83,A,4
4016151,20141198,50,C,2
4016151,20141199,98,A,4
4016151,20141200,64,BC,2.5
4017151,20141152,87,A,4
4017151,20141153,57,C,2
4017151,20141154,89,A,4
4017151,20141155,80,A,4
4017151,20141156,56,C,2
4017151,20141157,76,AB,3.5
4017151,20141158,79,AB,3.5
4017151,20141159,46,D,1
4017151,20141160,84,A,4
4017151,20141161,64,BC,2.5
4017151,20141162,70,B,3
4017151,20141163,66,B,3
4017151,20141164,78,AB,3.5
4017151,20141165,98,A,4
4017151,20141166,62,BC,2.5
4017151,20141167,84,A,4
4017151,20141168,53,C,2
4017151,20141169,41,D,1
4017151,20141170,52,C,2
4017151,20141171,89,A,4
4017151,20141172,73,AB,3.5
4017151,20141173,70,B,3
4017151,20141174,82,A,4
4017151,20141175,60,BC,2.5
4017151,20141176,94,A,4
4017151,20141177,82,A,4
4017151,20141178,68,B,3
4017151,20141179,54,C,2
4017151,20141180,80,A,4
4017151,20141181,63,BC,2.5
4017151,20141182,69,B,3
4017151,20141183,85,A,4
4017151,20141184,63,BC,2.5
4017151,20141185,63,BC,2.5
4017151,20141186,47,D,1
4017151,20141187,76,AB,3.5
4017151,20141188,56,C,2
4017151,20141189,86,A,4
4017151,20141190,87,A,4
4017151,20141191,84,A,4
4017151,20141192,64,BC,2.5
4017151,20141193,74,AB,3.5
4017151,20141194,92,A,4
4017151,20141195,94,A,4
4017151,20141196,91,A,4
4017151,20141197,43,D,1
4017151,20141198,57,C,2
4017151,20141199,49,D,1
4017151,20141200,91,A,4
4018151,20141152,100,A,4
4018151,20141153,57,C,2
4018151,20141154,96,A,4
4018151,20141155,47,D,1
4018151,20141156,60,BC,2.5
4018151,20141157,47,D,1
4018151,20141158,75,AB,3.5
4018151,20141159,54,C,2
4018151,20141160,70,B,3
4018151,20141161,50,C,2
4018151,20141162,86,A,4
4018151,20141163,100,A,4
4018151,20141164,83,A,4
4018151,20141165,79,AB,3.5
4018151,20141166,55,C,2
4018151,20141167,62,BC,2.5
4018151,20141168,80,A,4
4018151,20141169,48,D,1
4018151,20141170,46,D,1
4018151,20141171,85,A,4
4018151,20141172,51,C,2
4018151,20141173,55,C,2
4018151,20141174,97,A,4
4018151,20141175,57,C,2
4018151,20141176,57,C,2
4018151,20141177,44,D,1
4018151,20141178,65,B,3
4018151,20141179,83,A,4
4018151,20141180,95,A,4
4018151,20141181,91,A,4
4018151,20141182,86,A,4
4018151,20141183,97,A,4
4018151,20141184,93,A,4
4018151,20141185,50,C,2
4018151,20141186,77,AB,3.5
4018151,20141187,80,A,4
4018151,20141188,50,C,2
4018151,20141189,97,A,4
4018151,20141190,88,A,4
4018151,20141191,98,A,4
4018151,20141192,82,A,4
4018151,20141193,62,BC,2.5
4018151,20141194,82,A,4
4018151,20141195,98,A,4
4018151,20141196,100,A,4
4018151,20141197,79,AB,3.5
4018151,20141198,97,A,4
4018151,20141199,53,C,2
4018151,20141200,100,A,4
4019151,20141152,66,B,3
4019151,20141153,60,BC,2.5
4019151,20141154,41,D,1
4019151,20141155,48,D,1
4019151,20141156,64,BC,2.5
4019151,20141157,41,D,1
4019151,20141158,47,D,1
4019151,20141159,53,C,2
4019151,20141160,45,D,1
4019151,20141161,63,BC,2.5
4019151,20141162,93,A,4
4019151,20141163,48,D,1
4019151,20141164,60,BC,2.5
4019151,20141165,75,AB,3.5
4019151,20141166,74,AB,3.5
4019151,20141167,89,A,4
4019151,20141168,98,A,4
4019151,20141169,56,C,2
4019151,20141170,65,B,3
4019151,20141171,45,D,1
4019151,20141172,63,BC,2.5
4019151,20141173,48,D,1
4019151,20141174,100,A,4
4019151,20141175,51,C,2
4019151,20141176,67,B,3
4019151,20141177,45,D,1
4019151,20141178,49,D,1
4019151,20141179,52,C,2
4019151,20141180,74,AB,3.5
4019151,20141181,72,AB,3.5
4019151,20141182,50,C,2
4019151,20141183,87,A,4
4019151,20141184,59,BC,2.5
4019151,20141185,52,C,2
4019151,20141186,50,C,2
4019151,20141187,69,B,3
4019151,20141188,98,A,4
4019151,20141189,95,A,4
4019151,20141190,67,B,3
4019151,20141191,81,A,4
4019151,20141192,100,A,4
4019151,20141193,57,C,2
4019151,20141194,56,C,2
4019151,20141195,64,BC,2.5
4019151,20141196,98,A,4
4019151,20141197,45,D,1
4019151,20141198,86,A,4
4019151,20141199,44,D,1
4019151,20141200,77,AB,3.5
4020151,20141152,59,BC,2.5
4020151,20141153,95,A,4
4020151,20141154,66,B,3
4020151,20141155,50,C,2
4020151,20141156,66,B,3
4020151,20141157,55,C,2
4020151,20141158,53,C,2
4020151,20141159,42,D,1
4020151,20141160,63,BC,2.5
4020151,20141161,43,D,1
4020151,20141162,89,A,4
4020151,20141163,91,A,4
4020151,20141164,86,A,4
4020151,20141165,78,AB,3.5
