1034161,20161011,1034161,3,2
1035141,20141019,1035141,3,0
1035151,20151005,1035151,3,0
1035161,20161007,1035161,3,0
1036142,20141015,1036142,5,0
1036152,20151011,1036152,5,0
1036162,20161010,1036162,5,0
1037142,20141008,1037142,3,0
1037152,20151011,1037152,3,0
1037162,20161009,1037162,3,0
1038142,20141017,1038142,2,2
1038152,20151011,1038152,2,2
1038162,20161008,1038162,2,2
1039142,20141015,1039142,4,2
1039152,20151019,1039152,4,2
1039162,20161004,1039162,4,2
1040142,20141017,1040142,2,2
1040152,20151014,1040152,2,2
1040162,20161014,1040162,2,2
1041142,20141014,1041142,3,0
1041152,20151009,1041152,3,0
1041162,20161016,1041162,3,0
1042142,20141006,1042142,2,0
1042152,20151004,1042152,2,0
1042162,20161008,1042162,2,0
1043141,20141010,1043141,2,0
1043151,20151011,1043151,2,0
1043161,20161002,1043161,2,0
1044141,20141010,1044141,5,0
1044151,20151012,1044151,5,0
1044161,20161010,1044161,5,0
1045141,20141008,1045141,6,0
1045151,20151004,1045151,6,0
1045161,20161008,1045161,6,0
1046141,20141004,1046141,2,0
1046151,20151012,1046151,2,0
1046161,20161014,1046161,2,0
1047141,20141008,1047141,2,2
1047151,20151012,1047151,2,2
1047161,20161004,1047161,2,2
1048141,20141004,1048141,2,0
1048151,20151004,1048151,2,0
1048161,20161018,1048161,2,0
1049141,20141002,1049141,2,0
1049151,20151007,1049151,2,0
1049161,20161002,1049161,2,0
1050142,20141019,1050142,4,0
1050152,20151012,1050152,4,0
1050162,20161007,1050162,4,0
1051142,20141011,1051142,4,0
1051152,20151002,1051152,4,0
1051162,20161012,1051162,4,0
1052142,20141017,1052142,4,0
1052152,20151016,1052152,4,0
1052162,20161004,1052162,4,0
1053142,20141018,1053142,2,0
1053152,20151015,1053152,2,0
1053162,20161003,1053162,2,0
1054142,20141016,1054142,2,0
1054152,20151001,1054152,2,0
1054162,20161013,1054162,2,0
1055142,20141002,1055142,2,0
1055152,20151006,1055152,2,0
1055162,20161011,1055162,2,0
1056142,20141008,1056142,3,0
1056152,20151016,1056152,3,0
1056162,20161016,1056162,3,0
1057141,20141017,1057141,4,0
1057151,20151017,1057151,4,0
1057161,20161009,1057161,4,0
1058141,20141008,1058141,2,0
1058151,20151005,1058151,2,0
1058161,20161014,1058161,2,0
1059141,20141001,1059141,1,2
1059151,20151016,1059151,1,2
1059161,20161013,1059161,1,2
1060141,20141014,1060141,4,0
1060151,20151019,1060151,4,0
1060161,20161007,1060161,4,0
1061141,20141010,1061141,4,0
1061151,20151015,1061151,4,0
1061161,20161009,1061161,4,0
1062141,20141016,1062141,1,0
1062151,20151008,1062151,1,0
1062161,20161003,1062161,1,0
1063141,20141002,1063141,3,0
1063151,20151001,1063151,3,0
1063161,20161008,1063161,3,0
1064141,20141010,1064141,4,0
1064151,20151006,1064151,4,0
1064161,20161015,1064161,4,0
1065142,20141019,1065142,3,0
1065152,20151008,1065152,3,0
1065162,20161012,1065162,3,0
1066142,20141013,1066142,4,0
1066152,20151006,1066152,4,0
1066162,20161019,1066162,4,0
1067142,20141007,1067142,4,2
1067152,20151001,1067152,4,2
1067162,20161009,1067162,4,2
1068142,20141010,1068142,3,0
1068152,20151006,1068152,3,0
1068162,20161004,1068162,3,0
1069142,20141017,1069142,3,0
1069152,20151012,1069152,3,0
1069162,20161006,1069162,3,0
1070142,20141015,1070142,2,0
1070152,20151013,1070152,2,0
1070162,20161016,1070162,2,0
2001141,20142014,2001141,3,0
2001151,20152010,2001151,2,0
2001161,20162001,2001161,5,0
2002141,20142010,2002141,2,0
2002151,20152002,2002151,5,0
2002161,20162002,2002161,2,0
2003141,20142013,2003141,5,0
2003151,20152010,2003151,2,0
2003161,20162008,2003161,3,0
2004141,20142005,2004141,2,0
2004161,20162009,2004161,3,0
2005141,20142001,2005141,3,0
2005151,20152020,2005151,3,0
2005161,20162017,2005161,3,2
2006141,20142003,2006141,3,0
2006151,20152008,2006151,3,2
2006161,20162009,2006161,3,0
2007141,20142005,2007141,3,2
2007151,20152011,2007151,3,0
2007161,20162011,2007161,2,0
2008142,20142002,2008142,3,0
2008152,20152004,2008152,2,0
2008162,20162010,2008162,2,2
2009142,20142020,2009142,2,0
2009152,20152016,2009152,2,2
2009162,20162007,2009162,4,2
2010142,20142015,2010142,2,2
2010152,20152003,2010152,4,2
2010162,20162009,2010162,3,0
2011142,20142012,2011142,4,2
2011152,20152011,2011152,3,0
2011162,20162012,2011162,3,2
2012142,20142013,2012142,3,0
2012152,20152013,2012152,3,2
2012162,20162003,2012162,4,2
2013142,20142005,2013142,3,2
2013152,20152020,2013152,4,2
2013162,20162014,2013162,2,0
2014142,20142002,2014142,4,2
2014152,20152009,2014152,2,0
2014162,20162010,2014162,2,0
2015141,20142007,2015141,2,0
2015151,20152019,2015151,2,0
2016141,20142004,2016141,2,0
2016151,20152010,2016151,3,0
2016161,20162014,2016161,5,2
2017141,20142014,2017141,3,0
2017151,20152010,2017151,5,2
2017161,20162005,2017161,2,2
2018141,20142017,2018141,5,2
2018151,20152008,2018151,2,2
2018161,20162017,2018161,2,0
2019141,20142020,2019141,2,2
2019151,20152003,2019151,2,0
2019161,20162005,2019161,5,0
2020141,20142004,2020141,2,0
2020151,20152008,2020151,5,0
2020161,20162019,2020161,5,2
2021141,20142014,2021141,5,0
2021151,20152009,2021151,5,2
2021161,20162011,2021161,2,0
2022142,20142005,2022142,5,2
2022152,20152011,2022152,2,0
2022162,20162002,2022162,4,0
2023142,20142018,2023142,2,0
2023152,20152001,2023152,4,0
2023162,20162002,2023162,2,0
2024142,20142020,2024142,4,0
2024152,20152010,2024152,2,0
2024162,20162017,2024162,2,2
2025142,20142013,2025142,2,0
2025152,20152015,2025152,2,2
2025162,20162006,2025162,4,0
2026142,20142001,2026142,2,2
2026152,20152015,2026152,4,0
2026162,20162009,2026162,2,2
2027142,20142012,2027142,4,0
2027152,20152020,2027152,2,2
2027162,20162010,2027162,2,2
2028142,20142013,2028142,2,2
2028152,20152017,2028152,2,2
2028162,20162012,2028162,5,0
2029141,20142006,2029141,2,2
2029151,20152008,2029151,5,0
2029161,20162020,2029161,2,0
2030141,20142011,2030141,5,0
2030151,20152015,2030151,2,0
2030161,20162006,2030161,3,2
2031141,20142016,2031141,2,0
2031151,20152019,2031151,3,2
2031161,20162002,2031161,5,0
2032141,20142016,2032141,3,2
2032151,20152006,2032151,5,0
2032161,20162010,2032161,2,2
2033141,20142012,2033141,5,0
2033151,20152012,2033151,2,2
2033161,20162015,2033161,2,0
2034141,20142019,2034141,2,2
2034151,20152004,2034151,2,0
2034161,20162003,2034161,3,0
2035141,20142002,2035141,2,0
2035151,20152002,2035151,3,0
2035161,20162010,2035161,2,0
2036142,20142006,2036142,3,0
2036152,20152016,2036152,2,0
2036162,20162003,2036162,3,2
2037142,20142012,2037142,2,0
2037162,20162006,2037162,2,0
2038142,20142011,2038142,3,2
2038152,20152004,2038152,2,0
2038162,20162008,2038162,4,0
2039142,20142009,2039142,2,0
2039152,20152011,2039152,4,0
2039162,20162001,2039162,3,0
2040142,20142002,2040142,4,0
2040152,20152008,2040152,3,0
2040162,20162010,2040162,4,0
2041142,20142004,2041142,3,0
2041152,20152007,2041152,4,0
2041162,20162007,2041162,2,2
2042142,20142002,2042142,4,0
2042152,20152007,2042152,2,2
2042162,20162008,2042162,2,2
2043141,20142017,2043141,2,2
2043151,20152004,2043151,2,2
2043161,20162004,2043161,2,0
2044141,20142004,2044141,2,2
2044151,20152009,2044151,2,0
2044161,20162003,2044161,6,0
2045141,20142010,2045141,2,0
2045151,20152001,2045151,6,0
2045161,20162006,2045161,2,0
2046141,20142008,2046141,6,0
2046151,20152004,2046151,2,0
2046161,20162019,2046161,3,2
2047141,20142014,2047141,2,0
2047151,20152016,2047151,3,2
2047161,20162007,2047161,4,0
2048141,20142013,2048141,3,2
2048151,20152011,2048151,4,0
2048161,20162014,2048161,4,0
2049141,20142006,2049141,4,0
2049151,20152006,2049151,4,0
2049161,20162005,2049161,2,0
2050142,20142005,2050142,4,0
2050152,20152006,2050152,2,0
2050162,20162014,2050162,2,2
2051142,20142008,2051142,2,0
2051152,20152011,2051152,2,2
2051162,20162009,2051162,3,0
2052142,20142003,2052142,2,2
2052152,20152002,2052152,3,0
2052162,20162005,2052162,2,0
2053142,20142014,2053142,3,0
2053152,20152003,2053152,2,0
2053162,20162018,2053162,4,0
2054142,20142001,2054142,2,0
2054162,20162019,2054162,4,0
2055142,20142019,2055142,4,0
2055152,20152008,2055152,4,0
2055162,20162013,2055162,4,2
2056142,20142006,2056142,4,0
2056152,20152006,2056152,4,2
2056162,20162017,2056162,2,2
2057141,20142013,2057141,4,2
2057151,20152016,2057151,2,2
2057161,20162010,2057161,3,0
2058141,20142003,2058141,2,2
2058151,20152018,2058151,3,0
2058161,20162017,2058161,4,0
2059141,20142001,2059141,3,0
2059151,20152010,2059151,4,0
2059161,20162009,2059161,1,0
2060141,20142008,2060141,4,0
2060151,20152010,2060151,1,0
2060161,20162005,2060161,4,0
2061141,20142002,2061141,1,0
2061151,20152019,2061151,4,0
2061161,20162007,2061161,1,2
2062141,20142017,2062141,4,0
2062151,20152006,2062151,1,2
2062161,20162018,2062161,4,0
2063141,20142002,2063141,1,2
2063151,20152012,2063151,4,0
2063161,20162004,2063161,1,0
2064141,20142009,2064141,4,0
2064151,20152001,2064151,1,0
2064161,20162019,2064161,2,0
2065142,20142018,2065142,1,0
2065152,20152017,2065152,2,0
2065162,20162004,2065162,2,2
2066142,20142016,2066142,2,0
2066152,20152002,2066152,2,2
2066162,20162015,2066162,2,2
2067142,20142015,2067142,2,2
2067152,20152016,2067152,2,2
2067162,20162019,2067162,1,2
2068142,20142001,2068142,2,2
2068152,20152004,2068152,1,2
2068162,20162015,2068162,1,2
2069142,20142015,2069142,1,2
2069152,20152007,2069152,3,0
2069162,20162011,2069162,2,0
2070142,20142008,2070142,3,0
2070152,20152017,2070152,2,0
2070162,20162007,2070162,2,0
3001141,20143007,3001141,2,0
3001151,20153015,3001151,2,0
3001161,20163019,3001161,2,0
3002141,20143009,3002141,4,2
3002151,20153007,3002151,4,2
3002161,20163012,3002161,4,2
3003141,20143016,3003141,5,2
3003151,20153005,3003151,5,2
3003161,20163001,3003161,5,2
3004141,20143008,3004141,2,0
3004151,20153008,3004151,2,0
3004161,20163018,3004161,2,0
3005141,20143009,3005141,4,2
3005151,20153009,3005151,4,2
3005161,20163002,3005161,4,2
3006141,20143014,3006141,5,0
3006151,20153003,3006151,5,0
3006161,20163013,3006161,5,0
3007141,20143008,3007141,2,2
3007151,20153014,3007151,2,2
3007161,20163010,3007161,2,2
3008142,20143015,3008142,4,2
3008152,20153008,3008152,4,2
3008162,20163007,3008162,4,2
3009142,20143001,3009142,2,0
3009152,20153008,3009152,2,0
3009162,20163005,3009162,2,0
3010142,20143006,3010142,2,0
3010152,20153015,3010152,2,0
3010162,20163006,3010162,2,0
3011142,20143013,3011142,3,0
3011152,20153010,3011152,3,0
3011162,20163017,3011162,3,0
3012142,20143002,3012142,3,0
3012152,20153020,3012152,3,0
3012162,20163007,3012162,3,0
3013142,20143008,3013142,2,2
3013152,20153018,3013152,2,2
3013162,20163019,3013162,2,2
3014142,20143017,3014142,3,0
3014152,20153011,3014152,3,0
3014162,20163018,3014162,3,0
3015141,20143004,3015141,2,0
3015151,20153013,3015151,2,0
3016141,20143003,3016141,3,0
3016151,20153007,3016151,3,0
3016161,20163016,3016161,3,0
3017141,20143005,3017141,5,0
3017151,20153006,3017151,5,0
3017161,20163005,3017161,5,0
3018141,20143008,3018141,3,2
3018151,20153015,3018151,3,2
3018161,20163014,3018161,3,2
3019141,20143018,3019141,3,0
3019151,20153005,3019151,3,0
3019161,20163013,3019161,3,0
3020141,20143014,3020141,4,0
3020151,20153001,3020151,4,0
3020161,20163009,3020161,4,0
3021141,20143018,3021141,3,0
3021151,20153013,3021151,3,0
3021161,20163017,3021161,3,0
3022142,20143001,3022142,3,0
3022152,20153015,3022152,3,0
3022162,20163008,3022162,3,0
3023142,20143011,3023142,3,1
3023152,20153003,3023152,3,1
3023162,20163012,3023162,3,1
3024142,20143015,3024142,3,0
3024152,20153006,3024152,3,0
3024162,20163011,3024162,3,0
3025142,20143020,3025142,2,0
3025152,20153007,3025152,2,0
3025162,20163001,3025162,2,0
3026142,20143013,3026142,3,0
3026152,20153016,3026152,3,0
3026162,20163013,3026162,3,0
3027142,20143004,3027142,5,1
3027152,20153003,3027152,5,1
3027162,20163011,3027162,5,1
3028142,20143017,3028142,2,0
3028152,20153006,3028152,2,0
3028162,20163003,3028162,2,0
3029141,20143007,3029141,4,0
3029151,20153001,3029151,4,0
3029161,20163002,3029161,4,0
3030141,20143012,3030141,2,0
3030151,20153012,3030151,2,0
3030161,20163017,3030161,2,0
3031141,20143008,3031141,3,0
3031151,20153009,3031151,3,0
3031161,20163012,3031161,3,0
3032141,20143014,3032141,3,0
3032151,20153004,3032151,3,0
3032161,20163014,3032161,3,0
3033141,20143011,3033141,2,1
3033151,20153012,3033151,2,1
3033161,20163012,3033161,2,1
3034141,20143014,3034141,4,0
3034151,20153020,3034151,4,0
3034161,20163014,3034161,4,0
3035141,20143010,3035141,4,0
3035151,20153019,3035151,4,0
3035161,20163007,3035161,4,0
3036142,20143005,3036142,3,0
3036152,20153009,3036152,3,0
3036162,20163013,3036162,3,0
3037142,20143015,3037142,3,0
3037152,20153005,3037152,3,0
3037162,20163013,3037162,3,0
3038142,20143017,3038142,2,0
3038152,20153016,3038152,2,0
3038162,20163008,3038162,2,0
3039142,20143017,3039142,2,3
3039152,20153013,3039152,2,3
3039162,20163020,3039162,2,3
3040142,20143016,3040142,3,0
3040152,20153011,3040152,3,0
3040162,20163005,3040162,3,0
3041142,20143014,3041142,2,0
3041152,20153014,3041152,2,0
3041162,20163010,3041162,2,0
3042142,20143003,3042142,2,0
3042152,20153002,3042152,2,0
3042162,20163011,3042162,2,0
3043141,20143011,3043141,4,0
3043151,20153020,3043151,4,0
3043161,20163020,3043161,4,0
3044141,20143005,3044141,3,0
3044151,20153010,3044151,3,0
3044161,20163017,3044161,3,0
3045141,20143008,3045141,3,0
3045151,20153014,3045151,3,0
3045161,20163004,3045161,3,0
3046141,20143002,3046141,4,2
3046151,20153019,3046151,4,2
3046161,20163017,3046161,4,2
3047141,20143018,3047141,3,0
3047151,20153014,3047151,3,0
3047161,20163014,3047161,3,0
3048141,20143007,3048141,4,0
3048151,20153005,3048151,4,0
3048161,20163013,3048161,4,0
3049141,20143001,3049141,2,0
3049151,20153017,3049151,2,0
3049161,20163007,3049161,2,0
3050142,20143013,3050142,4,0
3050152,20153014,3050152,4,0
3050162,20163001,3050162,4,0
3051142,20143016,3051142,4,1
3051152,20153009,3051152,4,1
3051162,20163015,3051162,4,1
3052142,20143016,3052142,2,0
3052152,20153011,3052152,2,0
3052162,20163015,3052162,2,0
3053142,20143013,3053142,3,0
3053152,20153006,3053152,3,0
3053162,20163011,3053162,3,0
3054142,20143016,3054142,2,0
3054152,20153018,3054152,2,0
3054162,20163001,3054162,2,0
3055142,20143010,3055142,4,0
3055152,20153002,3055152,4,0
3055162,20163003,3055162,4,0
3056142,20143014,3056142,1,0
3056152,20153011,3056152,1,0
3056162,20163012,3056162,1,0
3057141,20143007,3057141,3,0
3057151,20153012,3057151,3,0
3057161,20163004,3057161,3,0
3058141,20143015,3058141,4,0
3058151,20153007,3058151,4,0
3058161,20163016,3058161,4,0
3059141,20143011,3059141,3,1
3059151,20153016,3059151,3,1
3059161,20163014,3059161,3,1
3060141,20143011,3060141,2,0
3060151,20153014,3060151,2,0
3060161,20163010,3060161,2,0
3061141,20143011,3061141,3,2
3061151,20153002,3061151,3,2
3061161,20163007,3061161,3,2
3062141,20143014,3062141,3,0
3062151,20153020,3062151,3,0
3062161,20163015,3062161,3,0
3063141,20143009,3063141,4,0
3063151,20153016,3063151,4,0
3063161,20163009,3063161,4,0
3064141,20143017,3064141,4,0
3064151,20153001,3064151,4,0
3064161,20163019,3064161,4,0
3065142,20143006,3065142,2,0
3065152,20153006,3065152,2,0
3065162,20163017,3065162,2,0
3066142,20143005,3066142,4,0
3066152,20153019,3066152,4,0
3066162,20163013,3066162,4,0
3067142,20143001,3067142,1,0
3067152,20153015,3067152,1,0
3067162,20163014,3067162,1,0
3068142,20143010,3068142,1,2
3068152,20153007,3068152,1,2
3068162,20163016,3068162,2,2
3069142,20143011,3069142,2,0
3069152,20153009,3069152,2,0
3069162,20163004,3069162,6,0
3070142,20143019,3070142,2,0
3070152,20153003,3070152,2,0
3070162,20163020,3070162,2,0
4001151,20154007,4001151,2,0
4001161,20164007,4001161,2,0
4002151,20154012,4002151,4,0
4003141,20144004,4003141,2,0
4004141,20144002,4004141,3,0
4004161,20164001,4004161,3,0
4005141,20144001,4005141,2,0
4005151,20154011,4005151,2,0
4006141,20144010,4006141,4,1
4006151,20154004,4006151,4,1
4006161,20164008,4006161,4,1
4007151,20154004,4007151,4,0
4008142,20144004,4008142,2,0
4008162,20164010,4008162,2,0
4009142,20144012,4009142,2,0
4011142,20144001,4011142,5,0
4012142,20144010,4012142,2,2
4012152,20154003,4012152,2,2
4012162,20164003,4012162,2,2
4013142,20144008,4013142,5,0
4013152,20154004,4013152,5,0
4014142,20144005,4014142,2,0
4014152,20154010,4014152,2,0
4015141,20144002,4015141,3,0
4016151,20154008,4016151,3,0
4016161,20164013,4016161,3,0
4017151,20154003,4017151,2,0
4018141,20144006,4018141,4,0
4018151,20154008,4018151,4,0
4018161,20164013,4018161,4,0
4019141,20144008,4019141,6,0
4019151,20154001,4019151,6,0
4019161,20164009,4019161,6,0
4020141,20144007,4020141,2,0
4020152,20154004,4020152,2,0
4020161,20164002,4020161,2,0
4021141,20144002,4021141,2,2
4021151,20154002,4021151,2,2
4021161,20164013,4021161,2,2
4022142,20144002,4022142,4,0
4022152,20154007,4022152,4,0
4022162,20164005,4022162,4,0
4023152,20154005,4023152,3,0
4023162,20164002,4023162,3,0
4024152,20154004,4024152,2,0
4025142,20144002,4025142,2,0
4025152,20154002,4025152,2,0
4026162,20164010,4026162,2,0
4027142,20144006,4027142,6,0
4027152,20154010,4027152,6,0
4027162,20164001,4027162,6,0
4028142,20144006,4028142,3,0
4028152,20154010,4028152,3,0
4028162,20164002,4028162,3,0
4029141,20144012,4029141,4,0
4029161,20164009,4029161,4,0
4030161,20164001,4030161,2,2
4031151,20154003,4031151,2,0
4031161,20164003,4031161,2,0
4032141,20144003,4032141,2,0
4032151,20154005,4032151,2,0
4032161,20164003,4032161,2,0
4033151,20154007,4033151,3,0
4034141,20144010,4034141,3,1
4034151,20154004,4034151,3,1
4035151,20154001,4035151,2,0
4036142,20144002,4036142,3,0
4036162,20164008,4036162,3,0
4037142,20144003,4037142,3,1
4037152,20154011,4037152,3,1
4037162,20164013,4037162,3,1
4038142,20144004,4038142,5,1
4038152,20154013,4038152,5,1
4039152,20154009,4039152,2,0
4040142,20144012,4040142,2,2
4040151,20154011,4020151,2,0
4040152,20154010,4040152,2,2
4040162,20164009,4040162,2,2
4041152,20154001,4041152,4,0
4041162,20164013,4041162,4,0
4042142,20144007,4042142,3,2
4042152,20154013,4042152,3,2
4042162,20164010,4042162,3,2
4043141,20144002,4043141,4,2
4043151,20154003,4043151,4,2
4043161,20164006,4043161,4,2
4044141,20144009,4044141,2,1
4044151,20154011,4044151,2,1
4044161,20164007,4044161,2,1
4045141,20144010,4045141,4,0
4045151,20154005,4045151,4,0
4046151,20154002,4046151,2,0
4046161,20164013,4046161,2,0
4047141,20144001,4047141,2,0
4047151,20154001,4047151,2,0
4048141,20144008,4048141,3,2
4048151,20154009,4048151,3,2
4048161,20164001,4048161,3,2
4049141,20144005,4049141,4,0
4049151,20154003,4049151,4,0
4050152,20154003,4050152,2,0
4050162,20164003,4050162,2,0
4051142,20144009,4051142,2,0
4051162,20164008,4051162,2,0
4052162,20164008,4052162,6,1
4053142,20144009,4053142,2,0
4054142,20144012,4054142,3,0
4054152,20154008,4054152,3,0
4054162,20164004,4054162,3,0
4055152,20154004,4055152,3,0
4055162,20164010,4055162,3,0
4056142,20144001,4056142,4,2
4056152,20154007,4056152,4,2
4056162,20164004,4056162,4,2
4057141,20144010,4057141,1,0
4057161,20164012,4057161,1,0
4058151,20154002,4058151,3,0
4058161,20164009,4058161,3,0
4059151,20154001,4059151,2,0
4059161,20164008,4059161,2,0
4060141,20144008,4060141,3,0
4060151,20154003,4060151,3,0
4061151,20154012,4061151,3,0
4061161,20164010,4061161,3,0
4062141,20144002,4062141,3,2
4063141,20144009,4063141,4,0
4063161,20164010,4063161,4,0
4064141,20144008,4064141,3,0
4064151,20154001,4064151,3,0
4065142,20144008,4065142,4,0
4065152,20154005,4065152,4,0
4065162,20164011,4065162,4,0
4066142,20144013,4066142,3,0
4066152,20154001,4066152,3,0
4067142,20144001,4067142,4,0
4067152,20154008,4067152,4,0
4068142,20144004,4068142,2,2
4068152,20154007,4068152,2,2
4069142,20144012,4069142,6,0
4069152,20154012,4069152,6,0
4070142,20144008,4070142,2,0
